12.40|1.19000E+00|
4.000E+00|1.004E+03|
4.001E+00|1.004E+03|
4.002E+00|1.004E+03|
4.003E+00|1.004E+03|
4.004E+00|1.004E+03|
4.005E+00|1.004E+03|
4.006E+00|1.003E+03|
4.007E+00|1.003E+03|
4.008E+00|1.003E+03|
4.009E+00|1.003E+03|
4.010E+00|1.003E+03|
4.011E+00|1.003E+03|
4.012E+00|1.002E+03|
4.013E+00|1.002E+03|
4.014E+00|1.002E+03|
4.015E+00|1.002E+03|
4.016E+00|1.002E+03|
4.017E+00|1.002E+03|
4.018E+00|1.001E+03|
4.019E+00|1.001E+03|
4.020E+00|1.001E+03|
4.021E+00|1.001E+03|
4.022E+00|1.001E+03|
4.023E+00|1.001E+03|
4.024E+00|1.000E+03|
4.025E+00|1.000E+03|
4.026E+00|1.000E+03|
4.027E+00|9.999E+02|
4.028E+00|9.997E+02|
4.029E+00|9.995E+02|
4.030E+00|9.994E+02|
4.031E+00|9.992E+02|
4.032E+00|9.990E+02|
4.033E+00|9.989E+02|
4.034E+00|9.987E+02|
4.035E+00|9.985E+02|
4.036E+00|9.983E+02|
4.037E+00|9.982E+02|
4.038E+00|9.980E+02|
4.039E+00|9.978E+02|
4.040E+00|9.977E+02|
4.041E+00|9.975E+02|
4.042E+00|9.973E+02|
4.043E+00|9.972E+02|
4.044E+00|9.970E+02|
4.045E+00|9.968E+02|
4.046E+00|9.967E+02|
4.047E+00|9.965E+02|
4.048E+00|9.963E+02|
4.049E+00|9.961E+02|
4.050E+00|9.960E+02|
4.051E+00|9.958E+02|
4.052E+00|9.956E+02|
4.053E+00|9.955E+02|
4.054E+00|9.953E+02|
4.055E+00|9.951E+02|
4.056E+00|9.950E+02|
4.057E+00|9.948E+02|
4.058E+00|9.946E+02|
4.059E+00|9.945E+02|
4.060E+00|9.943E+02|
4.061E+00|9.941E+02|
4.062E+00|9.940E+02|
4.063E+00|9.938E+02|
4.064E+00|9.936E+02|
4.065E+00|9.935E+02|
4.066E+00|9.933E+02|
4.067E+00|9.931E+02|
4.068E+00|9.930E+02|
4.069E+00|9.928E+02|
4.070E+00|9.926E+02|
4.071E+00|9.925E+02|
4.072E+00|9.923E+02|
4.073E+00|9.921E+02|
4.074E+00|9.920E+02|
4.075E+00|9.918E+02|
4.076E+00|9.916E+02|
4.077E+00|9.915E+02|
4.078E+00|9.913E+02|
4.079E+00|9.911E+02|
4.080E+00|9.910E+02|
4.081E+00|9.908E+02|
4.082E+00|9.906E+02|
4.083E+00|9.905E+02|
4.084E+00|9.903E+02|
4.085E+00|9.901E+02|
4.086E+00|9.900E+02|
4.087E+00|9.898E+02|
4.088E+00|9.896E+02|
4.089E+00|9.895E+02|
4.090E+00|9.893E+02|
4.091E+00|9.891E+02|
4.092E+00|9.890E+02|
4.093E+00|9.888E+02|
4.094E+00|9.886E+02|
4.095E+00|9.885E+02|
4.096E+00|9.883E+02|
4.097E+00|9.881E+02|
4.098E+00|9.880E+02|
4.099E+00|9.878E+02|
4.100E+00|9.876E+02|
4.101E+00|9.875E+02|
4.102E+00|9.873E+02|
4.103E+00|9.871E+02|
4.104E+00|9.870E+02|
4.105E+00|9.868E+02|
4.106E+00|9.866E+02|
4.107E+00|9.865E+02|
4.108E+00|9.863E+02|
4.109E+00|9.862E+02|
4.110E+00|9.860E+02|
4.111E+00|9.858E+02|
4.112E+00|9.857E+02|
4.113E+00|9.855E+02|
4.114E+00|9.853E+02|
4.115E+00|9.852E+02|
4.116E+00|9.850E+02|
4.117E+00|9.848E+02|
4.118E+00|9.847E+02|
4.119E+00|9.845E+02|
4.120E+00|9.843E+02|
4.121E+00|9.842E+02|
4.122E+00|9.840E+02|
4.123E+00|9.839E+02|
4.124E+00|9.837E+02|
